project,scale,experiment,method,check_type,status,subject,detail
baseline,medium_large,maximum_walking_distance,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:1.00,"Heuristic=13.591000, best_meta=13.731400"
baseline,medium_large,network_size,Heuristic_vs_Metaheuristics,ranking,PASS,all:500,"Heuristic=8.296800, best_meta=8.296800"
baseline,medium_large,network_size,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,all:1000,"Heuristic=11.102600, best_meta=10.963400"
baseline,medium_large,network_size,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,all:1500,"Heuristic=12.274400, best_meta=12.234800"
baseline,medium_large,network_size,Heuristic_vs_Metaheuristics,ranking,PASS,all:2000,"Heuristic=12.834400, best_meta=12.834400"
baseline,medium_large,network_size,Heuristic_vs_Metaheuristics,ranking,PASS,all:2500,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N500:0.90,"Heuristic=8.296800, best_meta=8.296800"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N500:0.10,"Heuristic=8.472000, best_meta=8.815200"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N1000:0.90,"Heuristic=11.102600, best_meta=10.963400"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N1000:0.10,"Heuristic=11.234400, best_meta=16.782600"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N1500:0.90,"Heuristic=12.274400, best_meta=12.261800"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N1500:0.10,"Heuristic=10.609200, best_meta=15.460200"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2000:0.90,"Heuristic=12.834400, best_meta=12.834400"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2000:0.10,"Heuristic=8.661600, best_meta=8.661600"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2500:0.90,"Heuristic=13.670200, best_meta=13.742200"
baseline,medium_large,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2500:0.10,"Heuristic=8.887800, best_meta=10.474800"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N500:15,"Heuristic=8.296800, best_meta=8.296800"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N1000:15,"Heuristic=11.102600, best_meta=11.102600"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N1500:15,"Heuristic=12.274400, best_meta=12.274400"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2000:15,"Heuristic=12.834400, best_meta=12.834400"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N2500:15,"Heuristic=13.670200, best_meta=13.591000"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:10,"Heuristic=13.670200, best_meta=13.670200"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2500:15,"Heuristic=13.670200, best_meta=13.591000"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:20.5,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:25,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N500:15.0-30.0,"Heuristic=8.917800, best_meta=8.917800"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,CHECK,final_case_variant|N1000:15.0-30.0,"Heuristic=12.017600, best_meta=11.028400"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N1500:15.0-30.0,"Heuristic=13.023400, best_meta=13.023400"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2000:15.0-30.0,"Heuristic=13.564400, best_meta=13.564400"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2500:15.0-30.0,"Heuristic=14.386200, best_meta=14.391000"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:10.0-22.5,"Heuristic=13.801000, best_meta=13.801000"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:12.5-25.0,"Heuristic=14.070000, best_meta=14.070000"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:15.0-30.0,"Heuristic=14.386200, best_meta=14.386200"
baseline,medium_large,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:8.0-20.5,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N500:50 lots,"Heuristic=8.296800, best_meta=8.296800"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N1000:100 lots,"Heuristic=11.102600, best_meta=10.963400"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N1500:150 lots,"Heuristic=12.274400, best_meta=12.261800"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2000:197 lots,"Heuristic=12.834400, best_meta=12.834400"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2500:223 lots,"Heuristic=13.670200, best_meta=13.742200"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:10%,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:15%,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:20%,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:5%,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N500:Medium,"Heuristic=10.694400, best_meta=10.694400"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,CHECK,final_case_variant|N500:High,"Heuristic=21.381600, best_meta=19.658400"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N1000:Medium,"Heuristic=14.375000, best_meta=14.257400"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N1000:High,"Heuristic=27.171600, best_meta=27.021800"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N1500:Medium,"Heuristic=15.984200, best_meta=15.984200"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N1500:High,"Heuristic=30.321200, best_meta=30.321200"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2000:Medium,"Heuristic=17.105800, best_meta=17.105800"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2000:High,"Heuristic=33.073600, best_meta=33.073600"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2500:Medium,"Heuristic=18.208000, best_meta=18.224200"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2500:High,"Heuristic=36.085600, best_meta=36.420400"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:High,"Heuristic=35.853400, best_meta=36.206200"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:Low,"Heuristic=13.670200, best_meta=13.736800"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:Medium,"Heuristic=20.004400, best_meta=20.206000"
baseline,medium_large,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2500:Very Low,"Heuristic=12.311200, best_meta=12.457000"
baseline,sumo,edge_density,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N2055:Dense,"Heuristic=11.885600, best_meta=11.600600"
baseline,sumo,edge_density,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:5385,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,edge_density,Heuristic_vs_Metaheuristics,ranking,CHECK,parameter_sensitivity|N2055:6069,"Heuristic=11.653400, best_meta=11.076800"
baseline,sumo,edge_density,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2055:6753,"Heuristic=11.448200, best_meta=12.086600"
baseline,sumo,maximum_walking_distance,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N2055:1.00,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,maximum_walking_distance,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2055:0.25,"Heuristic=11.854400, best_meta=11.854400"
baseline,sumo,maximum_walking_distance,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:0.50,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,maximum_walking_distance,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:0.75,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,maximum_walking_distance,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:1.00,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,network_size,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,all:2055,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N2055:0.90,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,objective_weight_alpha,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2055:0.10,"Heuristic=9.473400, best_meta=11.061600"
baseline,sumo,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N2055:15,"Heuristic=13.023600, best_meta=12.431000"
baseline,sumo,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2055:10,"Heuristic=14.220600, best_meta=14.220600"
baseline,sumo,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:15,"Heuristic=13.023600, best_meta=12.431000"
baseline,sumo,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:20.5,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,parking_budget,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:25,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N2055:15.0-30.0,"Heuristic=13.787600, best_meta=13.184000"
baseline,sumo,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2055:10.0-22.5,"Heuristic=12.631000, best_meta=12.631000"
baseline,sumo,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS,parameter_sensitivity|N2055:12.5-25.0,"Heuristic=12.881000, best_meta=12.881000"
baseline,sumo,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:15.0-30.0,"Heuristic=13.787600, best_meta=13.184000"
baseline,sumo,parking_cost_range,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:8.0-20.5,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N2055:205 lots,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:10%,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:15%,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:20%,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,parking_supply,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:5%,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,final_case_variant|N2055:Medium,"Heuristic=14.558600, best_meta=14.041400"
baseline,sumo,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS,final_case_variant|N2055:High,"Heuristic=27.216200, best_meta=27.216200"
baseline,sumo,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:High,"Heuristic=31.902000, best_meta=31.164800"
baseline,sumo,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:Low,"Heuristic=12.431000, best_meta=11.854400"
baseline,sumo,traffic_level,Heuristic_vs_Metaheuristics,ranking,PASS_EXPLAINABLE,parameter_sensitivity|N2055:Medium,"Heuristic=17.312600, best_meta=16.730600"
baseline,sumo,traffic_level,Heuristic_vs_Metaheuristics,ranking,CHECK,parameter_sensitivity|N2055:Very Low,"Heuristic=11.124200, best_meta=10.553000"
baseline,small,edge_density,ACO,trend_drive_time,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_travel_time,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_objective,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_drive_time,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_travel_time,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_objective,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_drive_time,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_travel_time,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_objective,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_drive_time,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_travel_time,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_objective,NA,final_case_variant|N10:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_drive_time,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_travel_time,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_objective,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_drive_time,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_travel_time,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_objective,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_drive_time,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_travel_time,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_objective,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_drive_time,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_travel_time,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_objective,NA,final_case_variant|N20:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_drive_time,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_travel_time,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_objective,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_drive_time,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_travel_time,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_objective,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_drive_time,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_travel_time,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_objective,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_drive_time,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_travel_time,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_objective,NA,final_case_variant|N30:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_drive_time,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_travel_time,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_objective,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_drive_time,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_travel_time,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_objective,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_drive_time,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_travel_time,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_objective,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_drive_time,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_travel_time,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_objective,NA,final_case_variant|N40:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_drive_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,ACO,trend_travel_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,ACO,trend_objective,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,GA,trend_drive_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,GA,trend_travel_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,GA,trend_objective,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,Heuristic,trend_drive_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,Heuristic,trend_travel_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,Heuristic,trend_objective,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,Optimization,trend_drive_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,Optimization,trend_travel_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,Optimization,trend_objective,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,PSO,trend_drive_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,PSO,trend_travel_time,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,PSO,trend_objective,PASS,"parameter_sensitivity|N40:180,192,204",monotonic_down
baseline,small,edge_density,ACO,trend_drive_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_travel_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,ACO,trend_objective,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_drive_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_travel_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,GA,trend_objective,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_drive_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_travel_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,Heuristic,trend_objective,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,Optimization,trend_drive_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,Optimization,trend_travel_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,Optimization,trend_objective,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_drive_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_travel_time,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,edge_density,PSO,trend_objective,NA,final_case_variant|N50:Dense,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_parking_cost,NA,final_case_variant|N10:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_objective,NA,final_case_variant|N10:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_parking_cost,NA,final_case_variant|N10:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_objective,NA,final_case_variant|N10:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,Heuristic,trend_parking_cost,NA,final_case_variant|N10:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,Heuristic,trend_objective,NA,final_case_variant|N10:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,PSO,trend_parking_cost,NA,final_case_variant|N10:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,PSO,trend_objective,NA,final_case_variant|N10:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_parking_cost,NA,final_case_variant|N20:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_objective,NA,final_case_variant|N20:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_parking_cost,NA,final_case_variant|N20:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_objective,NA,final_case_variant|N20:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,Heuristic,trend_parking_cost,NA,final_case_variant|N20:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,Heuristic,trend_objective,NA,final_case_variant|N20:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,PSO,trend_parking_cost,NA,final_case_variant|N20:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,PSO,trend_objective,NA,final_case_variant|N20:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_parking_cost,NA,final_case_variant|N30:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_objective,NA,final_case_variant|N30:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_parking_cost,NA,final_case_variant|N30:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_objective,NA,final_case_variant|N30:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,Heuristic,trend_parking_cost,NA,final_case_variant|N30:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,Heuristic,trend_objective,NA,final_case_variant|N30:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,PSO,trend_parking_cost,NA,final_case_variant|N30:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,PSO,trend_objective,NA,final_case_variant|N30:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_parking_cost,NA,final_case_variant|N40:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_objective,NA,final_case_variant|N40:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_parking_cost,NA,final_case_variant|N40:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_objective,NA,final_case_variant|N40:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,Heuristic,trend_parking_cost,NA,final_case_variant|N40:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,Heuristic,trend_objective,NA,final_case_variant|N40:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,PSO,trend_parking_cost,NA,final_case_variant|N40:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,PSO,trend_objective,NA,final_case_variant|N40:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_parking_cost,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,ACO,trend_objective,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,GA,trend_parking_cost,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,GA,trend_objective,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,Heuristic,trend_parking_cost,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,Heuristic,trend_objective,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,Optimization,trend_parking_cost,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,Optimization,trend_objective,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,PSO,trend_parking_cost,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,PSO,trend_objective,PASS,"parameter_sensitivity|N40:0.25,0.50,0.75,1.00",monotonic_down
baseline,small,maximum_walking_distance,ACO,trend_parking_cost,NA,final_case_variant|N50:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,ACO,trend_objective,NA,final_case_variant|N50:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_parking_cost,NA,final_case_variant|N50:1.00,fewer than 2 points
baseline,small,maximum_walking_distance,GA,trend_objective,NA,final_case_variant|N50:1.00,fewer than 2 points
